account_id,segment,institution_size,province,principal_outstanding,undrawn_limit,collateral_value,loan_to_value,tenure_years,months_on_book,dpd,debt_review_flag,judgement_flag,administration_order,loadshedding_vulnerability_score,internal_rating,base_segment_ccf,base_segment_ttc_pd,base_segment_lgd,base_segment_corr,source_bank,source_date,value_date
FDIC_22447_20260630,Corporate_Large,Large_D-SIB,US,226306000.0,0.0,226306000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WRAY STATE BANK,2026-06-30,2026-06-30
FDIC_22448_20260630,Corporate_Large,Large_D-SIB,US,52012000.0,0.0,52012000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST STATE BANK,2026-06-30,2026-06-30
FDIC_2244_20260630,Corporate_Large,Large_D-SIB,US,210767000.0,0.0,210767000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,JAMES POLK STONE CMTY BANK,2026-06-30,2026-06-30
FDIC_22451_20260630,Corporate_Large,Large_D-SIB,US,2263957000.0,0.0,2263957000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,LAWRENCE BANK,2026-06-30,2026-06-30
FDIC_22717_20260630,Corporate_Large,Large_D-SIB,US,212001000.0,0.0,212001000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CITIZENS B&T CO OF ARDMORE,2026-06-30,2026-06-30
FDIC_22739_20260630,Corporate_Large,Large_D-SIB,US,302851000.0,0.0,302851000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF ST FRANCISVILLE,2026-06-30,2026-06-30
FDIC_2317_20260630,Corporate_Large,Large_D-SIB,US,199560000.0,0.0,199560000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,METHOD BANK,2026-06-30,2026-06-30
FDIC_22957_20260630,Corporate_Large,Large_D-SIB,US,1499789000.0,0.0,1499789000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WEST TEXAS NATIONAL BANK,2026-06-30,2026-06-30
FDIC_22971_20260630,Corporate_Large,Large_D-SIB,US,200826000.0,0.0,200826000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST SECURE STATE BANK,2026-06-30,2026-06-30
FDIC_22993_20260630,Corporate_Large,Large_D-SIB,US,117101000.0,0.0,117101000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TWIN RIVER BANK,2026-06-30,2026-06-30
FDIC_23007_20260630,Corporate_Large,Large_D-SIB,US,609720000.0,0.0,609720000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,OREGON PACIFIC BK DBA OR PAC,2026-06-30,2026-06-30
FDIC_2300_20260630,Corporate_Large,Large_D-SIB,US,68677000.0,0.0,68677000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF MAGNOLIA CO,2026-06-30,2026-06-30
FDIC_2301_20260630,Corporate_Large,Large_D-SIB,US,130046000.0,0.0,130046000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST STATE BANK,2026-06-30,2026-06-30
FDIC_23030_20260630,Corporate_Large,Large_D-SIB,US,3543783000.0,0.0,3543783000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY WEST BANK,2026-06-30,2026-06-30
FDIC_23041_20260630,Corporate_Large,Large_D-SIB,US,769943000.0,0.0,769943000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF THE PACIFIC,2026-06-30,2026-06-30
FDIC_23086_20260630,Corporate_Large,Large_D-SIB,US,384882000.0,0.0,384882000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,NEW OMNI BANK NATIONAL ASSN,2026-06-30,2026-06-30
FDIC_2308_20260630,Corporate_Large,Large_D-SIB,US,30508000.0,0.0,30508000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WASHITA VALLEY BANK,2026-06-30,2026-06-30
FDIC_23091_20260630,Corporate_Large,Large_D-SIB,US,4489027000.0,0.0,4489027000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ALPINE BANK,2026-06-30,2026-06-30
FDIC_23099_20260630,Corporate_Large,Large_D-SIB,US,108516000.0,0.0,108516000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF PROTECTION,2026-06-30,2026-06-30
FDIC_230_20260630,Corporate_Large,Large_D-SIB,US,158613000.0,0.0,158613000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY STATE BANK,2026-06-30,2026-06-30
FDIC_23123_20260630,Corporate_Large,Large_D-SIB,US,384874000.0,0.0,384874000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF BARTLETT,2026-06-30,2026-06-30
FDIC_23126_20260630,Corporate_Large,Large_D-SIB,US,62497000.0,0.0,62497000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,HURON STATE BANK,2026-06-30,2026-06-30
FDIC_23144_20260630,Corporate_Large,Large_D-SIB,US,369401000.0,0.0,369401000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SOUTH LOUISIANA BANK,2026-06-30,2026-06-30
FDIC_23152_20260630,Corporate_Large,Large_D-SIB,US,231490000.0,0.0,231490000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST CITIZENS BANK,2026-06-30,2026-06-30
FDIC_2315_20260630,Corporate_Large,Large_D-SIB,US,2076029000.0,0.0,2076029000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ARMSTRONG BANK,2026-06-30,2026-06-30
FDIC_22964_20260630,Corporate_Large,Large_D-SIB,US,466789000.0,0.0,466789000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST COMMUNITY BANK,2026-06-30,2026-06-30
FDIC_22954_20260630,Corporate_Large,Large_D-SIB,US,39755000.0,0.0,39755000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CITIZENS BK MORGANTOWN INC,2026-06-30,2026-06-30
FDIC_2273_20260630,Corporate_Large,Large_D-SIB,US,21744000.0,0.0,21744000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST NATIONAL BANK OF ELY,2026-06-30,2026-06-30
FDIC_22953_20260630,Corporate_Large,Large_D-SIB,US,6865627000.0,0.0,6865627000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMERANT BANK NATIONAL ASSN,2026-06-30,2026-06-30
FDIC_22756_20260630,Corporate_Large,Large_D-SIB,US,243003000.0,0.0,243003000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PEOPLES B&T CO PICKETT CNTY,2026-06-30,2026-06-30
FDIC_22811_20260630,Corporate_Large,Large_D-SIB,US,119902000.0,0.0,119902000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BRICKYARD BANK,2026-06-30,2026-06-30
FDIC_22835_20260630,Corporate_Large,Large_D-SIB,US,30877000.0,0.0,30877000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,LAUDERDALE COUNTY BANK,2026-06-30,2026-06-30
FDIC_22839_20260630,Corporate_Large,Large_D-SIB,US,12836000.0,0.0,12836000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,LATIMER STATE BANK,2026-06-30,2026-06-30
FDIC_2284_20260630,Corporate_Large,Large_D-SIB,US,326397000.0,0.0,326397000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,NORTH VALLEY BANK,2026-06-30,2026-06-30
FDIC_22858_20260630,Corporate_Large,Large_D-SIB,US,25029748000.0,0.0,25029748000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,UNITED BANK,2026-06-30,2026-06-30
FDIC_2285_20260630,Corporate_Large,Large_D-SIB,US,570061000.0,0.0,570061000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,GENOA BANKING CO,2026-06-30,2026-06-30
FDIC_22867_20260630,Corporate_Large,Large_D-SIB,US,126019000.0,0.0,126019000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY BANK OF RAYMORE,2026-06-30,2026-06-30
FDIC_2286_20260630,Corporate_Large,Large_D-SIB,US,348241000.0,0.0,348241000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BUCKEYE STATE BANK,2026-06-30,2026-06-30
FDIC_22874_20260630,Corporate_Large,Large_D-SIB,US,438023000.0,0.0,438023000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,HICKORY POINT BANK&TRUST,2026-06-30,2026-06-30
FDIC_22876_20260630,Corporate_Large,Large_D-SIB,US,640940000.0,0.0,640940000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SOUTHWEST MISSOURI BANK,2026-06-30,2026-06-30
FDIC_22888_20260630,Corporate_Large,Large_D-SIB,US,101911000.0,0.0,101911000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FARMERS&MINERS BANK,2026-06-30,2026-06-30
FDIC_22895_20260630,Corporate_Large,Large_D-SIB,US,236219000.0,0.0,236219000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PUTNAM COUNTY STATE BANK,2026-06-30,2026-06-30
FDIC_228_20260630,Corporate_Large,Large_D-SIB,US,1354692000.0,0.0,1354692000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMERICAN STATE BANK,2026-06-30,2026-06-30
FDIC_22918_20260630,Corporate_Large,Large_D-SIB,US,3634770000.0,0.0,3634770000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST BANK&TRUST CO,2026-06-30,2026-06-30
FDIC_22925_20260630,Corporate_Large,Large_D-SIB,US,104021000.0,0.0,104021000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,INDEPENDENCE BANK,2026-06-30,2026-06-30
FDIC_22942_20260630,Corporate_Large,Large_D-SIB,US,93310000.0,0.0,93310000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMERICAN NB OF MT PLEASANT,2026-06-30,2026-06-30
FDIC_2453_20260630,Corporate_Large,Large_D-SIB,US,224310000.0,0.0,224310000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,DAVIS TRUST CO,2026-06-30,2026-06-30
FDIC_24540_20260630,Corporate_Large,Large_D-SIB,US,1565874000.0,0.0,1565874000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF NEW ENGLAND,2026-06-30,2026-06-30
FDIC_2455_20260630,Corporate_Large,Large_D-SIB,US,296827000.0,0.0,296827000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF BRODHEAD,2026-06-30,2026-06-30
FDIC_26530_20260630,Corporate_Large,Large_D-SIB,US,377677000.0,0.0,377677000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,DENALI STATE BANK,2026-06-30,2026-06-30
FDIC_26539_20260630,Corporate_Large,Large_D-SIB,US,62547000.0,0.0,62547000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MICRONESIA,2026-06-30,2026-06-30
FDIC_26542_20260630,Corporate_Large,Large_D-SIB,US,152353000.0,0.0,152353000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF DESOTO NATIONAL ASSN,2026-06-30,2026-06-30
FDIC_26554_20260630,Corporate_Large,Large_D-SIB,US,123525000.0,0.0,123525000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF EASTON,2026-06-30,2026-06-30
FDIC_26555_20260630,Corporate_Large,Large_D-SIB,US,912414000.0,0.0,912414000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ONELOCAL BANK,2026-06-30,2026-06-30
FDIC_26559_20260630,Corporate_Large,Large_D-SIB,US,718941000.0,0.0,718941000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,STONEHAMBANK A COOP BANK,2026-06-30,2026-06-30
FDIC_26564_20260630,Corporate_Large,Large_D-SIB,US,474691000.0,0.0,474691000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,DELTA BANK,2026-06-30,2026-06-30
FDIC_26567_20260630,Corporate_Large,Large_D-SIB,US,44980000.0,0.0,44980000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,NORTH CAMBRIDGE COOP BANK,2026-06-30,2026-06-30
FDIC_26576_20260630,Corporate_Large,Large_D-SIB,US,118544000.0,0.0,118544000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WRENTHAM COOP BANK,2026-06-30,2026-06-30
FDIC_26588_20260630,Corporate_Large,Large_D-SIB,US,75574000.0,0.0,75574000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,DEDICATED COMMUNITY BANK,2026-06-30,2026-06-30
FDIC_26591_20260630,Corporate_Large,Large_D-SIB,US,755855000.0,0.0,755855000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COASTAL HERITAGE BANK,2026-06-30,2026-06-30
FDIC_26602_20260630,Corporate_Large,Large_D-SIB,US,232273000.0,0.0,232273000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CHARLES RIVER BANK,2026-06-30,2026-06-30
FDIC_26610_20260630,Corporate_Large,Large_D-SIB,US,15034186000.0,0.0,15034186000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF HOPE,2026-06-30,2026-06-30
FDIC_26620_20260630,Corporate_Large,Large_D-SIB,US,969378000.0,0.0,969378000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,READING COOP BANK,2026-06-30,2026-06-30
FDIC_26626_20260630,Corporate_Large,Large_D-SIB,US,641725000.0,0.0,641725000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,UNITED TEXAS BANK NA,2026-06-30,2026-06-30
FDIC_26627_20260630,Corporate_Large,Large_D-SIB,US,503419000.0,0.0,503419000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF THE WEST,2026-06-30,2026-06-30
FDIC_26634_20260630,Corporate_Large,Large_D-SIB,US,745862000.0,0.0,745862000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MECHANICS COOP BANK,2026-06-30,2026-06-30
FDIC_26647_20260630,Corporate_Large,Large_D-SIB,US,4632437000.0,0.0,4632437000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRSTRUST SAVINGS BANK,2026-06-30,2026-06-30
FDIC_26536_20260630,Corporate_Large,Large_D-SIB,US,334900000.0,0.0,334900000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANKGLOUCESTER,2026-06-30,2026-06-30
FDIC_26523_20260630,Corporate_Large,Large_D-SIB,US,1281069000.0,0.0,1281069000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANKHOMETOWN,2026-06-30,2026-06-30
FDIC_26658_20260630,Corporate_Large,Large_D-SIB,US,37336000.0,0.0,37336000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMISTAD BANK,2026-06-30,2026-06-30
FDIC_26522_20260630,Corporate_Large,Large_D-SIB,US,377744000.0,0.0,377744000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,THE BANK,2026-06-30,2026-06-30
FDIC_26395_20260630,Corporate_Large,Large_D-SIB,US,891684000.0,0.0,891684000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MUTUALONE BANK,2026-06-30,2026-06-30
FDIC_26397_20260630,Corporate_Large,Large_D-SIB,US,557308000.0,0.0,557308000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,GREENFIELD COOP BANK,2026-06-30,2026-06-30
FDIC_26411_20260630,Corporate_Large,Large_D-SIB,US,469327000.0,0.0,469327000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,HAVERHILL BANK,2026-06-30,2026-06-30
FDIC_26416_20260630,Corporate_Large,Large_D-SIB,US,53269000.0,0.0,53269000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY STB OF CANTON,2026-06-30,2026-06-30
FDIC_26442_20260630,Corporate_Large,Large_D-SIB,US,605216000.0,0.0,605216000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TERRABANK NATIONAL ASSN,2026-06-30,2026-06-30
FDIC_26444_20260630,Corporate_Large,Large_D-SIB,US,1403413000.0,0.0,1403413000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,EVERETT COOP BANK,2026-06-30,2026-06-30
FDIC_26450_20260630,Corporate_Large,Large_D-SIB,US,108088000.0,0.0,108088000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CANTON COOP BANK,2026-06-30,2026-06-30
FDIC_26451_20260630,Corporate_Large,Large_D-SIB,US,960756000.0,0.0,960756000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIDELITY COOP BANK,2026-06-30,2026-06-30
FDIC_26455_20260630,Corporate_Large,Large_D-SIB,US,612313000.0,0.0,612313000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SAVERS COOP BANK,2026-06-30,2026-06-30
FDIC_26483_20260630,Corporate_Large,Large_D-SIB,US,6482094000.0,0.0,6482094000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,NEEDHAM BANK,2026-06-30,2026-06-30
FDIC_26484_20260630,Corporate_Large,Large_D-SIB,US,2503751000.0,0.0,2503751000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TRUNORTH BANK,2026-06-30,2026-06-30
FDIC_26487_20260630,Corporate_Large,Large_D-SIB,US,556504000.0,0.0,556504000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WALPOLE COOP BANK,2026-06-30,2026-06-30
FDIC_26499_20260630,Corporate_Large,Large_D-SIB,US,386560000.0,0.0,386560000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMERICAN NB OF MINNESOTA,2026-06-30,2026-06-30
FDIC_26512_20260630,Corporate_Large,Large_D-SIB,US,107287000.0,0.0,107287000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,METHUEN COOP BANK,2026-06-30,2026-06-30
FDIC_26513_20260630,Corporate_Large,Large_D-SIB,US,107899000.0,0.0,107899000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,STOUGHTON COOP BANK,2026-06-30,2026-06-30
FDIC_26517_20260630,Corporate_Large,Large_D-SIB,US,1457483000.0,0.0,1457483000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CAPE&COAST BANK,2026-06-30,2026-06-30
FDIC_26520_20260630,Corporate_Large,Large_D-SIB,US,114733000.0,0.0,114733000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SECURITY BANK OF SW MO,2026-06-30,2026-06-30
FDIC_26653_20260630,Corporate_Large,Large_D-SIB,US,47303000.0,0.0,47303000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANDERA BANK,2026-06-30,2026-06-30
FDIC_26677_20260630,Corporate_Large,Large_D-SIB,US,245736000.0,0.0,245736000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANKERS BANK,2026-06-30,2026-06-30
FDIC_24563_20260630,Corporate_Large,Large_D-SIB,US,1146527000.0,0.0,1146527000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TEXAS COMMUNITY BANK,2026-06-30,2026-06-30
FDIC_26881_20260630,Corporate_Large,Large_D-SIB,US,46722712000.0,0.0,46722712000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SOFI BANK NATIONAL ASSN,2026-06-30,2026-06-30
FDIC_26906_20260630,Corporate_Large,Large_D-SIB,US,1796908000.0,0.0,1796908000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TEXAS REGIONAL BANK,2026-06-30,2026-06-30
FDIC_26912_20260630,Corporate_Large,Large_D-SIB,US,369504000.0,0.0,369504000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF SOUTH CAROLINA,2026-06-30,2026-06-30
FDIC_2691_20260630,Corporate_Large,Large_D-SIB,US,559301000.0,0.0,559301000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CUMBERLAND VALLEY NB&T CO,2026-06-30,2026-06-30
FDIC_26922_20260630,Corporate_Large,Large_D-SIB,US,463415000.0,0.0,463415000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COOP BANK,2026-06-30,2026-06-30
FDIC_26941_20260630,Corporate_Large,Large_D-SIB,US,37537000.0,0.0,37537000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PEOPLES BANK OF DEER LODGE,2026-06-30,2026-06-30
FDIC_26944_20260630,Corporate_Large,Large_D-SIB,US,249134000.0,0.0,249134000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMERICAN STATE BANK,2026-06-30,2026-06-30
FDIC_2695_20260630,Corporate_Large,Large_D-SIB,US,240045000.0,0.0,240045000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST NB OF GRAYSON,2026-06-30,2026-06-30
FDIC_26960_20260630,Corporate_Large,Large_D-SIB,US,2174967000.0,0.0,2174967000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST BANK OF THE LAKE,2026-06-30,2026-06-30
FDIC_26962_20260630,Corporate_Large,Large_D-SIB,US,4497999000.0,0.0,4497999000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WILSON BANK&TRUST,2026-06-30,2026-06-30
FDIC_2700_20260630,Corporate_Large,Large_D-SIB,US,796108000.0,0.0,796108000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST SOUTHERN NATIONAL BANK,2026-06-30,2026-06-30
FDIC_27010_20260630,Corporate_Large,Large_D-SIB,US,57000.0,0.0,57000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,YOUNG AMERICANS BANK,2026-06-30,2026-06-30
FDIC_27015_20260630,Corporate_Large,Large_D-SIB,US,158525000.0,0.0,158525000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,42 NORTH PRIVATE BANK,2026-06-30,2026-06-30
FDIC_27026_20260630,Corporate_Large,Large_D-SIB,US,210641000.0,0.0,210641000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,NATIVE AMERICAN BANK NA,2026-06-30,2026-06-30
FDIC_27043_20260630,Corporate_Large,Large_D-SIB,US,124818000.0,0.0,124818000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SANGER BANK,2026-06-30,2026-06-30
FDIC_27046_20260630,Corporate_Large,Large_D-SIB,US,1697951000.0,0.0,1697951000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY NB&T,2026-06-30,2026-06-30
FDIC_27052_20260630,Corporate_Large,Large_D-SIB,US,2757584000.0,0.0,2757584000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ST CHARLES B&T CO NA,2026-06-30,2026-06-30
FDIC_27054_20260630,Corporate_Large,Large_D-SIB,US,437000.0,0.0,437000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SUMITOMO MITSUI TR BK U SA,2026-06-30,2026-06-30
FDIC_26891_20260630,Corporate_Large,Large_D-SIB,US,137258000.0,0.0,137258000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,LIBERTY BANK MINNESOTA,2026-06-30,2026-06-30
FDIC_26876_20260630,Corporate_Large,Large_D-SIB,US,3672340000.0,0.0,3672340000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SAFRA NB OF NEW YORK,2026-06-30,2026-06-30
FDIC_26687_20260630,Corporate_Large,Large_D-SIB,US,108267000.0,0.0,108267000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PNB COMMUNITY BANK,2026-06-30,2026-06-30
FDIC_26871_20260630,Corporate_Large,Large_D-SIB,US,91459000.0,0.0,91459000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY BANKERS BANK,2026-06-30,2026-06-30
FDIC_26689_20260630,Corporate_Large,Large_D-SIB,US,201650000.0,0.0,201650000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF ALMA,2026-06-30,2026-06-30
FDIC_26703_20260630,Corporate_Large,Large_D-SIB,US,375918000.0,0.0,375918000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,RIVER CITY BANK INC,2026-06-30,2026-06-30
FDIC_26704_20260630,Corporate_Large,Large_D-SIB,US,355186000.0,0.0,355186000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BALBOA THRIFT&LOAN ASSN,2026-06-30,2026-06-30
FDIC_26708_20260630,Corporate_Large,Large_D-SIB,US,87179000.0,0.0,87179000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SPECTRA BANK,2026-06-30,2026-06-30
FDIC_26725_20260630,Corporate_Large,Large_D-SIB,US,2186555000.0,0.0,2186555000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANCO DO BRASIL AMERICAS,2026-06-30,2026-06-30
FDIC_26727_20260630,Corporate_Large,Large_D-SIB,US,125870000.0,0.0,125870000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF SOUTH TEXAS,2026-06-30,2026-06-30
FDIC_26738_20260630,Corporate_Large,Large_D-SIB,US,148830000.0,0.0,148830000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TEXAS FINANCIAL BANK,2026-06-30,2026-06-30
FDIC_26755_20260630,Corporate_Large,Large_D-SIB,US,26914000.0,0.0,26914000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MINNESOTA 1ST CREDIT&SVG INC,2026-06-30,2026-06-30
